dist,rpm,ang,success
3.5,3000,55,1
3.1,2950,55,1
2.5,2770,55,1
1.2,2400,65,1
1.31,2540,65,1
0.67,2420,70,1
0.85,2400,70,1
1.8,2550,55,1
2.88,2950,55,1
